Q0K793	H16_A3053
Q0JYA9	H16_B2483
Q0K1N2	H16_B1302
Q0KBQ9	H16_A1427
Q0K6Z7	H16_A3149
Q0K7W3	H16_A2831
Q0K5Y4	H16_A3528
Q0K3B2	H16_B0715
Q0KCP1	H16_A1089
Q0JZF2	H16_B2090
Q0K2H6	H16_B1007
Q0K0T5	H16_B1604
Q0K7G4	H16_A2981
Q0KEI6	H16_A0435
Q0JZ55	H16_B2187
Q0K647	H16_A3456
Q0K129	H16_B1508
Q0K072	H16_B1820
Q0KEN1	H16_A0390
Q0K7A5	H16_A3041
Q0KB96	H16_A1593
Q0JZS1	H16_B1971
Q7WXD3	PHG201
Q0JYA5	H16_B2487
Q0K8C1	H16_A2670
Q0K7S7	H16_A2867
Q0K3A2	H16_B0725
Q0JYB5	H16_B2477
Q0K5S5	H16_A3588
Q0KCD9	H16_A1191
Q0KD85	H16_A0890
Q0KDN2	H16_A0741
Q0K9J7	H16_A2227
Q0K5U7	H16_A3566
Q0JYN0	H16_B2362
Q0K7K6	H16_A2939
Q0K6X2	H16_A3174
Q0K0Q9	H16_B1630
Q0K2Z7	H16_B0835
Q0K2L3	H16_B0970
Q0K025	H16_B1867
Q0KFJ0	H16_A0079
Q0K3K5	H16_B0622
Q0K3T8	H16_B0539
Q7WX56	PHG286
Q0KCX3	H16_A1006
Q0K3E1	H16_B0686
Q0K0Q4	H16_B1635
Q0K696	H16_A3407
Q0K3G2	H16_B0665
Q0K7B4	H16_A3032
Q0K8S2	H16_A2511
Q0K558	H16_B0060
Q0K3G8	H16_B0659
Q0JZ61	H16_B2181
Q0KD02	H16_A0976
Q0KAU7	H16_A1760
Q0K0W6	H16_B1571
Q0KB93	H16_A1596
Q0KFA4	H16_A0165
Q0K977	H16_A2348
Q0KDA2	H16_A0872
Q0K4V7	H16_B0166
Q0K0J2	H16_B1697
Q0K5W1	H16_A3551
Q0JZI5	H16_B2057
Q0K5C8	H16_A3737
Q0K037	H16_B1855
Q7WX25	PHG317
Q0K7T2	H16_A2862
Q0K3U5	H16_B0532
Q0K1P7	H16_B1287
Q0KAF3	H16_A1917
Q0KET9	H16_A0331
Q0JY31	H16_B2561
Q0KAF6	H16_A1914
Q0KAW3	H16_A1734
Q0KEM8	H16_A0393
Q0K9F4	H16_A2270
Q0KD99	H16_A0875
Q0KEX3	H16_A0297
Q0KF92	H16_A0177
Q0K0T1	H16_B1608
Q0KE39	H16_A0583
Q0K932	H16_A2394
Q0K9M5	H16_A2199
Q0JYB7	H16_B2475
Q0K9I3	H16_A2241
Q0K404	H16_B0473
Q7WXD7	PHG197
Q0KDL0	H16_A0763
Q0KF84	H16_A0185
Q0KE97	H16_A0524
Q0K6W6	H16_A3180
Q0JYY9	H16_B2253
Q0K1N3	H16_B1301
Q0K254	H16_B1129
Q0KCA3	H16_A1228
Q0K5F8	H16_A3707
Q0K445	H16_B0431
Q0KDB8	H16_A0856
Q0K3F6	H16_B0671
Q0K2L0	H16_B0973
Q0K7I7	H16_A2958
Q0KBB1	H16_A1578
Q0K6B6	H16_A3386
Q7WWV6	PHG386
Q0K017	H16_B1875
Q0K916	H16_A2413
Q0KCW2	H16_A1017
Q0KAK7	H16_A1861
Q0KE13	H16_A0610
Q0KEX9	H16_A0291
Q0K0G6	H16_B1723
Q0K448	H16_B0428
Q0K652	H16_A3451
Q0K8R9	H16_A2514
Q0JYH4	H16_B2418
Q0KB99	H16_A1590
Q0JZS2	H16_B1970
Q0K1M4	H16_B1310
Q0K101	H16_B1536
Q0KEW3	H16_A0307
Q0K581	H16_B0037
Q0JYW6	H16_B2276
Q0K2D5	H16_B1048
Q0K827	H16_A2765
Q0K3U8	H16_B0529
Q7WXH9	PHG155
Q0K021	H16_B1871
Q0KCY1	H16_A0997
Q0K555	H16_B0063
Q0JZI1	H16_B2061
Q0JZP3	H16_B1999
Q0K897	H16_A2695
Q0K732	H16_A3114
Q0KAY6	H16_A1711
Q0K1F5	H16_B1380
Q0K4C4	H16_B0350
Q0KFA0	H16_A0169
Q0K6Z2	H16_A3154
Q0K097	H16_B1795
Q0K8A4	H16_A2688
Q0KCH1	H16_A1159
Q0KDN3	H16_A0740
Q0KDY5	H16_A0638
Q0K2I6	H16_B0997
Q0K8M1	H16_A2567
Q0K7V1	H16_A2843
Q0K344	H16_B0788
Q0K3B3	H16_B0714
Q0K331	H16_B0801
Q0K347	H16_B0785
Q0KEK3	H16_A0418
Q0JZ72	H16_B2170
Q0KAP2	H16_A1825
Q0K4N9	H16_B0234
Q0K5S8	H16_A3585
Q0K4D1	H16_B0343
Q0K366	H16_B0761
Q0JZX6	H16_B1916
Q0K9D5	H16_A2290
Q0KEG4	H16_A0457
Q0KB18	H16_A1674
Q0KC15	H16_A1316
Q0KDU2	H16_A0681
Q0K3H1	H16_B0656
Q7WX97	PHG244
Q0KE86	H16_A0535
Q0KCF0	H16_A1180
Q0K6C4	H16_A3378
Q0JZ86	H16_B2156
Q0JYL1	H16_B2381
Q0KDH2	H16_A0802
Q0K4Z5	H16_B0123
Q0KDN4	H16_A0739
Q0K3T5	H16_B0542
Q0KBI4	H16_A1505
Q0K6T3	H16_A3213
Q0K1V8	H16_B1226
Q0JYV1	H16_B2291
Q0K3N0	H16_B0597
Q0K8X0	H16_A2462
Q0K6M2	H16_A3275
Q0KAL8	H16_A1850
Q0K4M2	H16_B0251
Q7WXA6	PHG230
Q0K5S1	H16_A3592
Q0JZW1	H16_B1931
Q0JZI0	H16_B2062
Q0K788	H16_A3058
Q0K330	H16_B0802
Q0K1M5	H16_B1309
Q0K8P7	H16_A2537
Q0K5B3	H16_B0005
Q0KCH2	H16_A1158
Q0K1N5	H16_B1299
Q0KBF7	H16_A1532
Q0KBG6	H16_A1523
Q0KBG5	H16_A1524
Q0KDL9	H16_A0754
Q0K525	H16_B0093
Q0K4C1	H16_B0353
Q0JZ47	H16_B2195
Q0KFR6	H16_A0003
Q0KAT5	H16_A1774
Q0K8N1	H16_A2557
Q0K218	H16_B1165
Q0K842	H16_A2750
Q0K7E5	H16_A3000
Q0K170	H16_B1466
Q0K4V3	H16_B0170
Q0JYZ1	H16_B2251
Q0K369	H16_B0758
Q0K547	H16_B0071
Q0JY32	H16_B2560
Q0JYS8	H16_B2314
Q0KEJ4	H16_A0427
Q0K349	H16_B0783
Q0JYN3	H16_B2359
Q0K2E4	H16_B1039
Q0KDU1	H16_A0682
Q0K1H1	H16_B1364
Q7WXJ2	PHG142
Q7WXJ9	PHG125
Q0JZF0	H16_B2092
Q7WXH3	PHG161
Q0K3U9	H16_B0528
Q0K617	H16_A3486
Q0K5D0	H16_A3735
Q0JYC4	H16_B2468
Q0KEH5	H16_A0446
Q0KBX1	H16_A1363
Q0K2Z9	H16_B0833
Q0K857	H16_A2735
Q0K4S5	H16_B0198
Q0K289	H16_B1094
Q0KDC1	H16_A0853
Q0K1C3	H16_B1412
Q0K8D4	H16_A2657
Q0K1D0	H16_B1405
Q0KDM2	H16_A0751
Q7WXP6	PHG072
Q0K5E2	H16_A3723
Q0KEH1	H16_A0450
Q0K8K7	H16_A2581
Q0KF29	H16_A0240
Q0KBD8	H16_A1551
Q0KDF8	H16_A0816
Q0KF63	H16_A0206
Q0KF36	H16_A0233
Q0KA25	H16_A2046
Q0K1G0	H16_B1375
Q0K2T0	H16_B0902
Q7WXP8	PHG070
Q0KCH8	H16_A1152
Q0K504	H16_B0114
Q0K1Q8	H16_B1276
Q0KBS6	H16_A1410
Q0KEX8	H16_A0292
Q0K1R7	H16_B1267
Q0JZF7	H16_B2085
Q7WXJ6	PHG128
Q0K8M5	H16_A2563
Q0K8R7	H16_A2516
Q0KDD8	H16_A0836
Q0JYH8	H16_B2414
Q0K455	H16_B0421
Q0KAJ8	H16_A1872
Q0KAA1	H16_A1969
Q0K9J3	H16_A2231
Q0K2C0	H16_B1063
Q0K1L2	H16_B1322
Q0K9Z1	H16_A2081
Q0KCL8	H16_A1112
Q0K600	H16_A3503
Q0KCL7	H16_A1113
Q0K589	H16_B0029
Q0K0X6	H16_B1561
Q0K8F1	H16_A2638
Q7WX60	PHG282
Q0K946	H16_A2380
Q0KAV8	H16_A1742
Q0K0A9	H16_B1783
Q0K3G9	H16_B0658
Q0K4Y1	H16_B0137
Q0KC23	H16_A1308
Q0K914	H16_A2415
Q0K074	H16_B1818
Q0K5J4	H16_A3670
Q0K1J9	H16_B1335
Q0K718	H16_A3128
Q0K8U9	H16_A2484
Q0KE25	H16_A0598
Q0K2I2	H16_B1001
Q0K4R0	H16_B0213
Q0JYA2	H16_B2490
Q0K5U1	H16_A3572
Q0JZP0	H16_B2002
Q0K670	H16_A3433
Q0K9I1	H16_A2243
Q0K4M6	H16_B0247
Q0JZ83	H16_B2159
Q0KC53	H16_A1278
Q0KCV5	H16_A1024
Q0K1Z6	H16_B1187
Q0KD38	H16_A0937
Q0K9G0	H16_A2264
Q7WXE0	PHG194
Q0KAC9	H16_A1941
Q0KBY3	H16_A1350
Q0KCJ0	H16_A1140
Q0JZJ3	H16_B2049
Q0K356	H16_B0776
Q0K1Q1	H16_B1283
Q0K798	H16_A3048
Q0K6F9	H16_A3343
Q0JY50	H16_B2542
Q0KBB6	H16_A1573
Q0K816	H16_A2776
Q0JYX1	H16_B2271
Q0K2E2	H16_B1041
Q7WXJ5	PHG133
Q0K332	H16_B0800
Q0K856	H16_A2736
Q7WXM1	PHG103
Q0K9M7	H16_A2197
Q7WWT7	PHG405
Q7WXK6	PHG118
Q0KA51	H16_A2020
Q0KDQ9	H16_A0714
Q0KD58	H16_A0917
Q0K2M0	H16_B0963
Q0KCJ9	H16_A1131
Q0JZA0	H16_B2142
Q0K5S7	H16_A3586
Q0K0L0	H16_B1679
Q0JY45	H16_B2547
Q0KB43	H16_A1646
Q0K6R3	H16_A3233
Q0K3F0	H16_B0677
Q7WXM6	PHG097
Q0K749	H16_A3097
Q0JZR4	H16_B1978
Q0K136	H16_B1501
Q0K5N5	H16_A3629
Q0KAE8	H16_A1922
Q0K2N7	H16_B0946
Q0KF66	H16_A0203
Q0KCB9	H16_A1211
Q0K199	H16_B1437
Q0KF37	H16_A0232
Q0JY34	H16_B2558
Q0JYQ6	H16_B2336
Q0JZX2	H16_B1920
Q0K9V7	H16_A2115
Q0KDP3	H16_A0730
Q0K3S1	H16_B0556
Q0K1C5	H16_B1410
Q0K0C0	H16_B1772
Q0K0T8	H16_B1601
Q0K1M2	H16_B1312
Q0K2Q1	H16_B0932
Q0KCR6	H16_A1064
Q0K512	H16_B0106
Q0KFP6	H16_A0023
Q0K6E4	H16_A3358
Q0JY97	H16_B2495
Q0K987	H16_A2338
Q0K2W7	H16_B0865
Q0K833	H16_A2759
Q0K8G7	H16_A2622
Q0KCK3	H16_A1127
Q0K247	H16_B1136
Q0K7L7	H16_A2928
Q0JZL9	H16_B2023
Q0K538	H16_B0080
Q0KAS3	H16_A1788
Q0K8W4	H16_A2469
Q7WX54	PHG288
Q0KDE0	H16_A0834
Q0K5K1	H16_A3663
Q0K3B0	H16_B0717
Q0K345	H16_B0787
Q0JY38	H16_B2554
Q0K178	H16_B1458
Q0K0Z2	H16_B1545
Q0K392	H16_B0735
Q0K5Y7	H16_A3525
Q0KC57	H16_A1274
Q0K9H5	H16_A2249
Q0K1Y4	H16_B1199
Q0KAV9	H16_A1738
Q0K0K8	H16_B1681
Q0JZW2	H16_B1930
Q0K0F3	H16_B1739
Q0K9S1	H16_A2153
Q0KFH6	H16_A0093
Q0K2B2	H16_B1071
Q0K6B1	H16_A3391
Q0K8V2	H16_A2481
Q0K9M8	H16_A2196
Q0JZL4	H16_B2028
Q0K284	H16_B1099
Q0K8C2	H16_A2669
Q7WX74	PHG268
Q0KCX8	H16_A1001
Q0JY60	H16_B2532
Q0K9B3	H16_A2312
Q0K155	H16_B1481
Q0K9S8	H16_A2146
Q0K061	H16_B1831
Q0JZ08	H16_B2234
Q0KAM5	H16_A1843
Q7WX84	PHG258
Q0K2T9	H16_B0893
Q0KCX7	H16_A1002
Q0KCU9	H16_A1030
Q0JY75	H16_B2517
Q0K6T6	H16_A3210
Q0K157	H16_B1479
Q0K1N4	H16_B1300
Q0KCT9	H16_A1040
Q7WX30	PHG312
Q0K9Q4	H16_A2170
Q0KE55	H16_A0567
Q0KD55	H16_A0920
Q7WWU3	PHG399
Q0KFB7	H16_A0152
Q0K807	H16_A2785
Q0JZZ2	H16_B1900
Q0KDF5	H16_A0819
Q0K0M2	H16_B1667
Q7WXQ0	PHG068
Q0K1M0	H16_B1314
Q0KAG4	H16_A1906
Q0K1B0	H16_B1425
Q0KCA8	H16_A1222
Q0K4Y8	H16_B0130
Q0K4G0	H16_B0314
Q0JZW4	H16_B1928
Q0KD42	H16_A0933
Q0KEZ7	H16_A0273
Q0K4T0	H16_B0193
Q0JYW3	H16_B2279
Q0K992	H16_A2333
Q0JY73	H16_B2519
Q0K5R8	H16_A3595
Q0K415	H16_B0462
Q0K0Z3	H16_B1544
Q0K6R5	H16_A3231
Q0KCQ6	H16_A1074
Q0KF02	H16_A0267
Q0K230	H16_B1153
Q0JZI8	H16_B2054
Q0JYG4	H16_B2428
Q0K3E3	H16_B0684
Q0K5T1	H16_A3582
Q0JYP4	H16_B2348
Q0K2W9	H16_B0863
Q0K9G9	H16_A2255
Q0K0P8	H16_B1641
Q0K8I4	H16_A2605
Q0K2E5	H16_B1038
Q0JZQ8	H16_B1984
Q0K0K4	H16_B1685
Q0KF73	H16_A0196
Q7WXI8	PHG146
Q0KDB6	H16_A0858
Q0K8F3	H16_A2636
Q0K704	H16_A3142
Q0K098	H16_B1794
Q0K9F0	H16_A2274
Q0K6V0	H16_A3196
Q0KAJ5	H16_A1875
Q0K4V1	H16_B0172
Q0KAV1	H16_A1753
Q0K9P2	H16_A2182
Q0K5U0	H16_A3573
Q0K4W1	H16_B0162
Q0KAM1	H16_A1847
Q0KB87	H16_A1602
Q0KBV8	H16_A1377
Q0K9C5	H16_A2300
Q0KDB3	H16_A0861
Q0K4E0	H16_B0334
Q0K915	H16_A2414
Q0K095	H16_B1797
Q0K1T0	H16_B1254
Q0K8S6	H16_A2507
Q0K1B9	H16_B1416
Q0KA85	H16_A1985
Q0K5Y5	H16_A3527
Q0K6A8	H16_A3395
Q0K5N6	H16_A3628
Q0JZI7	H16_B2055
Q0KDM7	H16_A0746
Q0KAQ8	H16_A1809
Q0KAH2	H16_A1898
Q0K204	H16_B1179
Q0K281	H16_B1102
Q0K5Q3	H16_A3610
Q0K195	H16_B1441
Q0K8V3	H16_A2480
Q0KC82	H16_A1249
Q0KFI6	H16_A0083
Q0KEN7	H16_A0384
Q0K3R6	H16_B0561
Q0KD74	H16_A0901
Q0JYB6	H16_B2476
Q0K160	H16_B1476
Q0K502	H16_B0116
Q0K2E3	H16_B1040
Q0KDE3	H16_A0831
Q0K8F9	H16_A2630
Q0KC61	H16_A1270
Q0KDQ5	H16_A0718
Q0JYP0	H16_B2352
Q7WX75	PHG267
Q0KBI5	H16_A1504
Q0KB31	H16_A1658
Q0K4N3	H16_B0240
Q0K7R5	H16_A2880
Q0K094	H16_B1798
Q0K0A3	H16_B1789
Q0JZR2	H16_B1980
Q0K6U3	H16_A3203
Q0KE99	H16_A0522
Q0JZA5	H16_B2137
Q0K2F4	H16_B1029
Q0KD65	H16_A0910
Q0KAR4	H16_A1802
Q0K7F3	H16_A2992
Q0KEF3	H16_A0468
Q0KDA5	H16_A0869
Q0KC00	H16_A1331
Q0KFQ1	H16_A0018
Q0KDP1	H16_A0732
Q0KAS4	H16_A1787
Q0K325	H16_B0807
Q0K4K3	H16_B0270
Q0KDX8	H16_A0645
Q7WX87	PHG255
Q0JYW2	H16_B2280
Q0JYI9	H16_B2403
Q0K443	H16_B0433
Q0JZS9	H16_B1963
Q7WXI9	PHG145
Q0KAQ2	H16_A1815
Q0KAB9	H16_A1951
Q0K2S6	H16_B0906
Q0KBL4	H16_A1472
Q0K015	H16_B1877
Q0K984	H16_A2341
Q0K7J0	H16_A2955
Q0K277	H16_B1106
Q0KAL2	H16_A1856
Q0KAD2	H16_A1938
Q0K9H0	H16_A2254
Q0K6G6	H16_A3336
Q0KDY3	H16_A0640
Q0K3S8	H16_B0549
Q7WXS3	PHG045
Q0JYL8	H16_B2374
Q0K3D9	H16_B0688
Q0K2X4	H16_B0858
Q0KDH4	H16_A0800
Q0K0C5	H16_B1767
Q0K9D2	H16_A2293
Q0K7C3	H16_A3023
Q0JYC6	H16_B2466
Q0K700	H16_A3146
Q0K985	H16_A2340
Q0K666	H16_A3437
Q0K852	H16_A2740
Q0KC55	H16_A1276
Q0JYX5	H16_B2267
Q0KDS6	H16_A0697
Q0K0Y4	H16_B1553
Q7WX72	PHG270
Q0KD86	H16_A0889
Q0JZ67	H16_B2175
Q0KDA0	H16_A0874
Q0JZB8	H16_B2124
Q0K2P9	H16_B0934
Q0K4V0	H16_B0173
Q0KDZ6	H16_A0627
Q0KFJ6	H16_A0073
Q0K6D9	H16_A3363
Q0K1S0	H16_B1264
Q0KEI3	H16_A0438
Q0K0T9	H16_B1600
Q0KB41	H16_A1648
Q7WXS6	PHG041
Q0K8Z6	H16_A2436
Q0JYG9	H16_B2423
Q0K9Y7	H16_A2085
Q0KF27	H16_A0242
Q0KBX3	H16_A1360
Q0K4Y5	H16_B0133
Q0K083	H16_B1809
Q0K6E0	H16_A3362
Q0JZB9	H16_B2123
Q7WWS9	PHG413
Q0KBV7	H16_A1378
Q0K327	H16_B0805
Q0K565	H16_B0053
Q0KF08	H16_A0261
Q0K9Y1	H16_A2091
Q0K1S5	H16_B1259
Q0K491	H16_B0384
Q0K911	H16_A2418
Q0JY40	H16_B2552
Q0JYD3	H16_B2459
Q0JY98	H16_B2494
Q0KBA8	H16_A1581
Q0K6X0	H16_A3176
Q0K5U6	H16_A3567
Q0KEA1	H16_A0520
Q0K5C7	H16_A3738
Q0K7Y7	H16_A2806
Q0K8N2	H16_A2556
Q0K4T8	H16_B0185
Q0K4D8	H16_B0336
Q0KED1	H16_A0490
Q0JYQ7	H16_B2335
Q0K8M8	H16_A2560
Q7WXR5	PHG053
Q0K4U9	H16_B0174
Q0KEQ9	H16_A0361
Q0K2V3	H16_B0879
Q0JZQ2	H16_B1990
Q0KDP5	H16_A0728
Q0K0E0	H16_B1752
Q0K479	H16_B0396
Q0K0V2	H16_B1585
Q0JZV4	H16_B1938
Q7WXE8	PHG186
Q0KAI8	H16_A1882
Q0KB23	H16_A1669
Q0K5U9	H16_A3564
Q0K7K2	H16_A2943
Q0K7A1	H16_A3045
Q0K6G7	H16_A3335
Q0K8U3	H16_A2490
Q0K7V2	H16_A2842
Q0KF72	H16_A0197
Q0K8A7	H16_A2685
Q0K9A8	H16_A2317
Q0K3Q2	H16_B0575
Q7WX51	PHG291
Q0K263	H16_B1120
Q0K2S3	H16_B0909
Q0K163	H16_B1473
Q0K6A2	H16_A3401
Q0K3V7	H16_B0520
Q0KAB6	H16_A1954
Q0K6Z1	H16_A3155
Q0KFQ5	H16_A0014
Q0KF51	H16_A0218
Q0KBA9	H16_A1580
Q0K2Q0	H16_B0933
Q7WX90	PHG251
Q0K7I4	H16_A2961
Q0JZH3	H16_B2069
Q0KD56	H16_A0919
Q7WXC6	PHG208
Q0KDD1	H16_A0843
Q0K574	H16_B0044
Q0KFN5	H16_A0034
Q0KB78	H16_A1611
Q0KFB8	H16_A0151
Q0K2A3	H16_B1080
Q0K8A9	H16_A2683
Q0K056	H16_B1836
Q0K7W9	H16_A2825
Q0JZW7	H16_B1925
Q0K6A1	H16_A3402
Q0K5L1	H16_A3653
Q0KA20	H16_A2051
Q0K6M3	H16_A3274
Q0K3Q9	H16_B0568
Q0JZ09	H16_B2233
Q0KAX6	H16_A1721
Q0K1L0	H16_B1324
Q0K0G9	H16_B1720
Q0KFF4	H16_A0115
Q0KDX0	H16_A0653
Q0KE32	H16_A0591
Q0JYN1	H16_B2361
Q0JZ37	H16_B2205
Q0JYA6	H16_B2486
Q0KBA7	H16_A1582
Q0KFL0	H16_A0059
Q0KDG2	H16_A0812
Q0K2X9	H16_B0853
Q0K0Q8	H16_B1631
Q0KAU5	H16_A1762
Q0KBZ6	H16_A1335
Q0KDJ9	H16_A0775
Q0JZ33	H16_B2209
Q0K7L3	H16_A2932
Q0K102	H16_B1535
Q0K530	H16_B0088
Q0KFA3	H16_A0166
Q0JZE9	H16_B2093
Q0K5A9	H16_B0009
Q0K2B7	H16_B1066
Q0K1H7	H16_B1358
Q0KAB0	H16_A1960
Q0JYT0	H16_B2312
Q0JZQ0	H16_B1992
Q0K8I8	H16_A2601
Q0K7H1	H16_A2974
Q0KCL9	H16_A1111
Q0K3L8	H16_B0609
Q0K0W5	H16_B1572
Q0K6H8	H16_A3324
Q0K8J7	H16_A2591
Q0K1J5	H16_B1339
Q0KDC9	H16_A0845
Q0K3T7	H16_B0540
Q0K4E8	H16_B0326
Q0K2I0	H16_B1003
Q0K545	H16_B0073
Q0KC54	H16_A1277
Q0KDF2	H16_A0822
Q0JYS3	H16_B2319
Q0KFM7	H16_A0042
Q0K8W9	H16_A2463
Q0K6R8	H16_A3228
Q0K8N4	H16_A2554
Q0K885	H16_A2707
Q0K4H2	H16_B0302
Q0K285	H16_B1098
Q0K9E6	H16_A2278
Q0K326	H16_B0806
Q0K7L9	H16_A2926
Q7WWW8	PHG374
Q0K2U7	H16_B0885
Q0KCR1	H16_A1069
Q0K3C4	H16_B0703
Q0KAH0	H16_A1900
Q0KEG6	H16_A0455
Q0K253	H16_B1130
Q0KBV2	H16_A1383
Q7WXE3	PHG191
Q0JZB2	H16_B2130
Q0KCD4	H16_A1196
Q0JY71	H16_B2521
Q0K9A3	H16_A2322
Q0K9I6	H16_A2238
Q0KD60	H16_A0915
Q0JZ71	H16_B2171
Q7WXA2	PHG235
Q0KC88	H16_A1243
Q0K5Z0	H16_A3522
Q0KBP6	H16_A1440
Q0KF91	H16_A0178
Q0K5N8	H16_A3626
Q0K9F5	H16_A2269
Q0K246	H16_B1137
Q0K2E7	H16_B1036
Q0JZN0	H16_B2012
Q0JYA4	H16_B2488
Q0KAU4	H16_A1764
Q0K3N3	H16_B0594
Q0K770	H16_A3076
Q0JYT6	H16_B2306
Q0JZS4	H16_B1968
Q0KCM9	H16_A1101
Q0KCD2	H16_A1198
Q0K5A4	H16_B0014
Q0K7P6	H16_A2899
Q0K5H3	H16_A3691
Q0JY26	H16_B2566
Q0KFA9	H16_A0160
Q0KDT3	H16_A0690
Q0KDZ5	H16_A0628
Q0K433	H16_B0443
Q0K5C9	H16_A3736
Q0KCV0	H16_A1029
Q0K8G5	H16_A2624
Q0K3A6	H16_B0721
Q0KB29	H16_A1663
Q0JYT7	H16_B2305
Q7WX59	PHG283
Q0KBM0	H16_A1466
Q0K3X2	H16_B0505
Q0K870	H16_A2722
Q0KCS5	H16_A1055
Q0K7F6	H16_A2989
Q0K3V2	H16_B0525
Q0K4D5	H16_B0339
Q0KAB2	H16_A1958
Q0K2Q6	H16_B0927
Q0K057	H16_B1835
Q0K1Z2	H16_B1191
Q0K751	H16_A3095
Q0KFQ3	H16_A0016
Q0KDA8	H16_A0866
Q0K6H5	H16_A3327
Q0KAT4	H16_A1775
Q0K0U9	H16_B1588
Q0K2U8	H16_B0884
Q0K597	H16_B0021
Q0K747	H16_A3099
Q0K408	H16_B0469
Q0KC65	H16_A1266
Q0K2B4	H16_B1069
Q0K5T9	H16_A3574
Q0KB17	H16_A1675
Q0K901	H16_A2431
Q0KDU4	H16_A0679
Q0K477	H16_B0398
Q0K4P5	H16_B0228
Q0K053	H16_B1839
Q0K6V8	H16_A3188
Q0K729	H16_A3117
Q0KA57	H16_A2014
Q0KAX2	H16_A1725
Q0K6V3	H16_A3193
Q0K8W2	H16_A2471
Q0KCU6	H16_A1033
Q0K7Y0	H16_A2813
Q0JYT3	H16_B2309
Q0K8Q7	H16_A2527
Q7WXR3	PHG055
Q0KAN7	H16_A1831
Q0K035	H16_B1857
Q0K2C7	H16_B1056
Q0K3F9	H16_B0668
Q0KA86	H16_A1984
Q0JYI6	H16_B2406
Q0K649	H16_A3454
Q0K9W0	H16_A2112
Q0KF98	H16_A0171
Q0KBG9	H16_A1520
Q0KFM3	H16_A0046
Q0KB39	H16_A1650
Q0JYB4	H16_B2478
Q0K614	H16_A3489
Q0K8G9	H16_A2620
Q7WXR6	PHG052
Q0KBG4	H16_A1525
Q0K1S1	H16_B1263
Q0KB26	H16_A1666
Q7WXR0	PHG058
Q0K042	H16_B1850
Q0K968	H16_A2358
Q0KET7	H16_A0333
Q0K9A4	H16_A2321
Q0KBE4	H16_A1545
Q0K6J1	H16_A3311
Q0JZI6	H16_B2056
Q0JZP1	H16_B2001
Q0JYI0	H16_B2412
Q0K0S6	H16_B1613
Q0K0E6	H16_B1746
Q7WXN1	PHG087
Q0K1S8	H16_B1256
Q0K1R4	H16_B1270
Q0KCC9	H16_A1201
Q0K5F4	H16_A3711
Q0K8S9	H16_A2504
Q0KB65	H16_A1624
Q7WWU5	PHG397
Q0KB75	H16_A1614
Q0K151	H16_B1485
Q0KB92	H16_A1597
Q0K5R5	H16_A3598
Q0KFR2	H16_A0007
Q0JYS1	H16_B2321
Q0K5K5	H16_A3659
Q0K556	H16_B0062
Q0K340	H16_B0792
Q0K9S6	H16_A2148
Q0K9U9	H16_A2123
Q0KEY3	H16_A0287
Q0KDC7	H16_A0847
Q0KE22	H16_A0601
Q0K8P0	H16_A2548
Q0JYY8	H16_B2254
Q0K1P5	H16_B1289
Q0K4Y6	H16_B0132
Q7WX41	PHG301
Q0KDV9	H16_A0664
Q0JYL2	H16_B2380
Q0K4X9	H16_B0139
Q0K2T4	H16_B0898
Q0K002	H16_B1890
Q0K299	H16_B1084
Q0KCZ8	H16_A0980
Q0K506	H16_B0112
Q0KFK1	H16_A0068
Q0K3N9	H16_B0588
Q7WX28	PHG314
Q7WWY2	PHG360
Q0K1P6	H16_B1288
Q0KEF9	H16_A0462
Q0K2X3	H16_B0859
Q7WXC8	PHG206
Q0K1I1	H16_B1354
Q0K730	H16_A3116
Q0K805	H16_A2787
Q0JY70	H16_B2522
Q0K350	H16_B0782
Q0K120	H16_B1517
Q0K0F1	H16_B1741
Q0KEZ1	H16_A0279
Q0K0J6	H16_B1693
Q0KDP6	H16_A0727
Q0K524	H16_B0094
Q0KAT1	H16_A1778
Q0K707	H16_A3139
Q0K6W0	H16_A3186
Q0KAS1	H16_A1791
Q0KC39	H16_A1292
Q0KE08	H16_A0615
Q0K066	H16_B1826
Q0JYI3	H16_B2409
Q0K7F7	H16_A2988
Q0K144	H16_B1492
Q0K523	H16_B0095
Q0K9N9	H16_A2185
Q0K5I5	H16_A3679
Q0KB16	H16_A1676
Q0K474	H16_B0401
Q0K8K2	H16_A2586
Q7WXD1	PHG203
Q0K3I2	H16_B0645
Q0JY85	H16_B2507
Q0KE59	H16_A0563
Q0K1W3	H16_B1221
Q0K3U6	H16_B0531
Q0K488	H16_B0387
Q0K5Q9	H16_A3604
Q0K298	H16_B1085
Q7WXQ6	PHG062
Q0K578	H16_B0040
Q0KAG3	H16_A1907
Q0KD30	H16_A0946
Q0K3S9	H16_B0548
Q0K077	H16_B1815
Q0K588	H16_B0030
Q0KC27	H16_A1304
Q0KCN2	H16_A1098
Q0K8F0	H16_A2639
Q0K803	H16_A2789
Q0K2E6	H16_B1037
Q7WXL2	PHG112
Q0KBL9	H16_A1467
Q0KA92	H16_A1978
Q0K744	H16_A3102
Q0KDD7	H16_A0837
Q0KBS5	H16_A1411
Q0KE73	H16_A0549
Q0KB61	H16_A1628
Q0K279	H16_B1104
Q0KAR9	H16_A1794
Q0K011	H16_B1881
Q0K577	H16_B0041
Q0K169	H16_B1467
