KEGGgene	KO	Organism
reh:H16_A3488	ko:K01061	Cupriavidus
reh:H16_A0897	ko:K02884	Cupriavidus
reh:H16_A2750	ko:K03657	Cupriavidus
reh:H16_A1034	ko:K03088	Cupriavidus
reh:H16_A1096	ko:K03088	Cupriavidus
reh:H16_A0568	ko:K01624	Cupriavidus
reh:H16_B0568	ko:K01682	Cupriavidus
reh:H16_A3088	ko:K03686	Cupriavidus
reh:H16_A2279	ko:K02990	Cupriavidus
reh:H16_A2277	ko:K02963	Cupriavidus
reh:H16_A2275	ko:K02314	Cupriavidus
reh:H16_A2932	ko:K02379	Cupriavidus
reh:H16_A3427	ko:K02065	Cupriavidus
reh:H16_A3452	ko:K03978	Cupriavidus
reh:H16_A3661	ko:K01996	Cupriavidus
reh:H16_A3662	ko:K01995	Cupriavidus
reh:H16_B0014	ko:K00249	Cupriavidus
reh:H16_B0293	ko:K02041	Cupriavidus
reh:H16_B0806	ko:K01996	Cupriavidus
reh:H16_B1267	ko:K06991	Cupriavidus
reh:H16_B2012	ko:K01996	Cupriavidus
reh:H16_B2039	ko:K01995	Cupriavidus
reh:H16_B2040	ko:K01996	Cupriavidus
reh:H16_B2246	ko:K02049	Cupriavidus
reh:H16_B2413	ko:K03088	Cupriavidus
reh:H16_B2360	ko:K02406	Cupriavidus
reh:H16_A0609	ko:K03601	Cupriavidus
reh:H16_A1221	ko:K01883	Cupriavidus
reh:H16_A0119	ko:K03733	Cupriavidus
reh:H16_A1054	ko:K00334	Cupriavidus
reh:H16_A1059	ko:K00339	Cupriavidus
reh:H16_A3490	ko:K02946	Cupriavidus
reh:H16_A3484	ko:K02906	Cupriavidus
reh:H16_B0313	ko:K01652	Cupriavidus
reh:H16_A3483	ko:K02926	Cupriavidus
reh:H16_A2600	ko:K07646	Cupriavidus
reh:H16_A3041	ko:K03500	Cupriavidus
reh:H16_B0563	ko:K02419	Cupriavidus
reh:H16_B2371	ko:K02412	Cupriavidus
reh:H16_B1230	ko:K03669	Cupriavidus
reh:H16_A3481	ko:K02886	Cupriavidus
reh:H16_A3479	ko:K02890	Cupriavidus
reh:H16_A3478	ko:K02982	Cupriavidus
reh:H16_A3686	ko:K02346	Cupriavidus
reh:H16_A0775	ko:K03802	Cupriavidus
reh:H16_A3544	ko:K02454	Cupriavidus
reh:H16_A3543	ko:K02453	Cupriavidus
reh:H16_A2112	ko:K04485	Cupriavidus
reh:H16_B0290	ko:K09768	Cupriavidus
reh:H16_A0414	ko:K02655	Cupriavidus
reh:H16_A1839	ko:K06886	Cupriavidus
reh:H16_A2706	ko:K09889	Cupriavidus
reh:H16_A1516	ko:K06190	Cupriavidus
reh:H16_B0701	ko:K09786	Cupriavidus
reh:H16_A0111	ko:K02433	Cupriavidus
reh:H16_B1238	ko:K09474	Cupriavidus
reh:H16_B0957	ko:K02199	Cupriavidus
reh:H16_A1116	ko:K09989	Cupriavidus
reh:H16_B0810	ko:K14333	Cupriavidus
reh:H16_B1095	ko:K09958	Cupriavidus
reh:H16_B1935	ko:K09984	Cupriavidus
reh:H16_B1094	ko:K09990	Cupriavidus
reh:H16_A0037	ko:K03119	Cupriavidus
reh:H16_A0038	ko:K03119	Cupriavidus
reh:H16_A0043	ko:K00808	Cupriavidus
reh:H16_A0066	ko:K00799	Cupriavidus
reh:H16_A0101	ko:K00249	Cupriavidus
reh:H16_A0129	ko:K01304	Cupriavidus
reh:H16_A0151	ko:K00548	Cupriavidus
reh:H16_A0159	ko:K01887	Cupriavidus
reh:H16_A0167	ko:K00253	Cupriavidus
reh:H16_A0170	ko:K00626	Cupriavidus
reh:H16_A0176	ko:K00799	Cupriavidus
reh:H16_A0180	ko:K00833	Cupriavidus
reh:H16_A0181	ko:K00652	Cupriavidus
reh:H16_A0182	ko:K01935	Cupriavidus
reh:H16_A0183	ko:K01012	Cupriavidus
reh:H16_A0186	ko:K01640	Cupriavidus
reh:H16_A0208	ko:K00930	Cupriavidus
reh:H16_A0220	ko:K00145	Cupriavidus
reh:H16_A0223	ko:K01142	Cupriavidus
reh:H16_A0224	ko:K00762	Cupriavidus
reh:H16_A0227	ko:K01778	Cupriavidus
reh:H16_A0230	ko:K00789	Cupriavidus
reh:H16_A0239	ko:K00788	Cupriavidus
reh:H16_A0244	ko:K01251	Cupriavidus
reh:H16_A0259	ko:K01633	Cupriavidus
reh:H16_A0263	ko:K00820	Cupriavidus
reh:H16_A0272	ko:K00822	Cupriavidus
reh:H16_A0273	ko:K00140	Cupriavidus
reh:H16_A2974	ko:K09888	Cupriavidus
reh:H16_B0662	ko:K00626	Cupriavidus
reh:H16_B0668	ko:K00626	Cupriavidus
reh:H16_B0683	ko:K00249	Cupriavidus
reh:H16_B0703	ko:K00249	Cupriavidus
reh:H16_B0721	ko:K00249	Cupriavidus
reh:H16_B0722	ko:K00249	Cupriavidus
reh:H16_B0737	ko:K00128	Cupriavidus
reh:H16_B0750	ko:K00480	Cupriavidus
reh:H16_B0752	ko:K00248	Cupriavidus
reh:H16_B0753	ko:K01897	Cupriavidus
reh:H16_B0759	ko:K00626	Cupriavidus
reh:H16_B0764	ko:K00799	Cupriavidus
reh:H16_B0797	ko:K01493	Cupriavidus
reh:H16_B0385	ko:K00059	Cupriavidus
reh:H16_B0802	ko:K00529	Cupriavidus
reh:H16_B0811	ko:K01799	Cupriavidus
reh:H16_B0819	ko:K00639	Cupriavidus
reh:H16_B0824	ko:K00058	Cupriavidus
reh:H16_B0834	ko:K01895	Cupriavidus
reh:H16_B0841	ko:K00058	Cupriavidus
reh:H16_B0845	ko:K01138	Cupriavidus
reh:H16_B0850	ko:K00248	Cupriavidus
reh:H16_B0873	ko:K00450	Cupriavidus
reh:H16_B0884	ko:K02554	Cupriavidus
reh:H16_B0891	ko:K01714	Cupriavidus
reh:H16_B0913	ko:K00249	Cupriavidus
reh:H16_B0401	ko:K00459	Cupriavidus
reh:H16_B0406	ko:K00626	Cupriavidus
reh:H16_B0414	ko:K01647	Cupriavidus
reh:H16_B0421	ko:K00128	Cupriavidus
reh:H16_B0422	ko:K03119	Cupriavidus
reh:H16_B0932	ko:K01115	Cupriavidus
reh:H16_B0961	ko:K00873	Cupriavidus
reh:H16_B0965	ko:K01708	Cupriavidus
reh:H16_B0970	ko:K00217	Cupriavidus
reh:H16_B0981	ko:K00823	Cupriavidus
reh:H16_B0982	ko:K00135	Cupriavidus
reh:H16_B0984	ko:K00681	Cupriavidus
reh:H16_B1003	ko:K00344	Cupriavidus
reh:H16_B1004	ko:K03119	Cupriavidus
reh:H16_B1016	ko:K00030	Cupriavidus
reh:H16_B1019	ko:K00937	Cupriavidus
reh:H16_B1031	ko:K00344	Cupriavidus
reh:H16_B1034	ko:K03119	Cupriavidus
reh:H16_B1053	ko:K01259	Cupriavidus
reh:H16_B1067	ko:K01114	Cupriavidus
reh:H16_B1076	ko:K01626	Cupriavidus
reh:H16_B1081	ko:K00832	Cupriavidus
reh:H16_B1083	ko:K00457	Cupriavidus
reh:H16_B1092	ko:K00384	Cupriavidus
reh:H16_B1098	ko:K00382	Cupriavidus
reh:H16_B1102	ko:K01895	Cupriavidus
reh:H16_B1123	ko:K06015	Cupriavidus
reh:H16_B1166	ko:K01114	Cupriavidus
reh:H16_B1179	ko:K00135	Cupriavidus
reh:H16_B1190	ko:K00020	Cupriavidus
reh:H16_B1191	ko:K00140	Cupriavidus
reh:H16_B1197	ko:K00803	Cupriavidus
reh:H16_B1199	ko:K00864	Cupriavidus
reh:H16_B1212	ko:K00874	Cupriavidus
reh:H16_B0923	ko:K01262	Cupriavidus
reh:H16_B1239	ko:K01897	Cupriavidus
reh:H16_B1250	ko:K01826	Cupriavidus
reh:H16_B1301	ko:K01467	Cupriavidus
reh:H16_B1313	ko:K01185	Cupriavidus
reh:H16_B1333	ko:K00897	Cupriavidus
reh:H16_B1340	ko:K00344	Cupriavidus
reh:H16_B1357	ko:K01912	Cupriavidus
reh:H16_B1365	ko:K01505	Cupriavidus
reh:H16_A2832	ko:K03562	Cupriavidus
reh:H16_A2829	ko:K03641	Cupriavidus
reh:H16_A0790	ko:K09924	Cupriavidus
reh:H16_A0175	ko:K09858	Cupriavidus
reh:H16_A0475	ko:K10004	Cupriavidus
reh:H16_A0472	ko:K10001	Cupriavidus
reh:H16_A2955	ko:K09800	Cupriavidus
reh:H16_A0474	ko:K10002	Cupriavidus
reh:H16_A0473	ko:K10003	Cupriavidus
reh:H16_A0318	ko:K09806	Cupriavidus
reh:H16_A3131	ko:K00325	Cupriavidus
reh:H16_A0196	ko:K03711	Cupriavidus
reh:H16_A3143	ko:K03711	Cupriavidus
reh:H16_B0116	ko:K03711	Cupriavidus
reh:H16_B0477	ko:K10916	Cupriavidus
reh:H16_A3698	ko:K03799	Cupriavidus
reh:H16_B1714	ko:K00325	Cupriavidus
reh:H16_B0552	ko:K01666	Cupriavidus
reh:H16_B2046	ko:K13486	Cupriavidus
reh:H16_A1466	ko:K02291	Cupriavidus
reh:H16_B0947	ko:K03833	Cupriavidus
reh:H16_A0332	ko:K01834	Cupriavidus
reh:H16_A0903	ko:K07270	Cupriavidus
reh:H16_A0336	ko:K00057	Cupriavidus
reh:H16_A0356	ko:K00766	Cupriavidus
reh:H16_A0963	ko:K00375	Cupriavidus
reh:H16_A0372	ko:K00948	Cupriavidus
reh:H16_A0374	ko:K00919	Cupriavidus
reh:H16_A0395	ko:K00759	Cupriavidus
reh:H16_A0427	ko:K01754	Cupriavidus
reh:H16_A0428	ko:K01087	Cupriavidus
reh:H16_B0508	ko:K00285	Cupriavidus
reh:H16_B0517	ko:K00001	Cupriavidus
reh:H16_B0522	ko:K00799	Cupriavidus
reh:H16_B0531	ko:K06015	Cupriavidus
reh:H16_B0534	ko:K01114	Cupriavidus
reh:H16_B0536	ko:K01856	Cupriavidus
reh:H16_B0381	ko:K00626	Cupriavidus
reh:H16_B0546	ko:K00446	Cupriavidus
reh:H16_B0547	ko:K10217	Cupriavidus
reh:H16_B0549	ko:K01617	Cupriavidus
reh:H16_B0550	ko:K01821	Cupriavidus
reh:H16_B0560	ko:K00767	Cupriavidus
reh:H16_B0611	ko:K00018	Cupriavidus
reh:H16_B0612	ko:K00865	Cupriavidus
reh:H16_B0618	ko:K01915	Cupriavidus
reh:H16_B0642	ko:K05296	Cupriavidus
reh:H16_B0649	ko:K05296	Cupriavidus
reh:H16_A2855	ko:K00794	Cupriavidus
reh:H16_B2510	ko:K00059	Cupriavidus
reh:H16_B2514	ko:K00799	Cupriavidus
reh:H16_B2515	ko:K01259	Cupriavidus
reh:H16_B2520	ko:K00344	Cupriavidus
reh:H16_B1865	ko:K04091	Cupriavidus
reh:H16_B1870	ko:K03852	Cupriavidus
reh:H16_B1871	ko:K00625	Cupriavidus
reh:H16_B1881	ko:K01750	Cupriavidus
reh:H16_B1904	ko:K00059	Cupriavidus
reh:H16_B1918	ko:K04110	Cupriavidus
reh:H16_B1931	ko:K00031	Cupriavidus
reh:H16_B1939	ko:K00146	Cupriavidus
reh:H16_B1943	ko:K00433	Cupriavidus
reh:H16_B1945	ko:K00262	Cupriavidus
reh:H16_B1956	ko:K01433	Cupriavidus
reh:H16_B1967	ko:K01495	Cupriavidus
reh:H16_B1994	ko:K01939	Cupriavidus
reh:H16_B2004	ko:K00344	Cupriavidus
reh:H16_B2057	ko:K00135	Cupriavidus
reh:H16_B2073	ko:K05973	Cupriavidus
reh:H16_B2096	ko:K01194	Cupriavidus
reh:H16_B2130	ko:K00130	Cupriavidus
reh:H16_B2131	ko:K00108	Cupriavidus
reh:H16_B1657	ko:K00020	Cupriavidus
reh:H16_B2144	ko:K01521	Cupriavidus
reh:H16_B2157	ko:K00249	Cupriavidus
reh:H16_B2191	ko:K01915	Cupriavidus
reh:H16_B2211	ko:K01647	Cupriavidus
reh:H16_B2220	ko:K03119	Cupriavidus
reh:H16_B2229	ko:K01740	Cupriavidus
reh:H16_B2286	ko:K00481	Cupriavidus
reh:H16_B2289	ko:K01857	Cupriavidus
reh:H16_B2331	ko:K00459	Cupriavidus
reh:H16_B2378	ko:K01738	Cupriavidus
reh:H16_B2401	ko:K05973	Cupriavidus
reh:H16_B2421	ko:K01779	Cupriavidus
reh:H16_B2444	ko:K00128	Cupriavidus
reh:H16_B1670	ko:K01555	Cupriavidus
reh:H16_B2455	ko:K01483	Cupriavidus
reh:H16_B2460	ko:K01477	Cupriavidus
reh:H16_B2494	ko:K01640	Cupriavidus
reh:H16_B1671	ko:K00451	Cupriavidus
reh:H16_A3606	ko:K06140	Cupriavidus
reh:H16_A3618	ko:K04062	Cupriavidus
reh:H16_A3620	ko:K02437	Cupriavidus
reh:H16_A3630	ko:K01999	Cupriavidus
reh:H16_A3652	ko:K01996	Cupriavidus
reh:H16_A3654	ko:K01997	Cupriavidus
reh:H16_A3655	ko:K01999	Cupriavidus
reh:H16_A3659	ko:K01997	Cupriavidus
reh:H16_A3670	ko:K07275	Cupriavidus
reh:H16_B2521	ko:K03119	Cupriavidus
reh:H16_B2531	ko:K01940	Cupriavidus
reh:H16_A3440	ko:K02662	Cupriavidus
reh:H16_A3447	ko:K03088	Cupriavidus
reh:H16_A3456	ko:K03926	Cupriavidus
reh:H16_A3462	ko:K02919	Cupriavidus
reh:H16_A3473	ko:K02895	Cupriavidus
reh:H16_A3492	ko:K02355	Cupriavidus
reh:H16_A3520	ko:K02609	Cupriavidus
reh:H16_A3521	ko:K02610	Cupriavidus
reh:H16_A3522	ko:K02611	Cupriavidus
reh:H16_A3523	ko:K02612	Cupriavidus
reh:H16_A3524	ko:K02613	Cupriavidus
reh:H16_A3533	ko:K05916	Cupriavidus
reh:H16_A3538	ko:K02459	Cupriavidus
reh:H16_A3540	ko:K02461	Cupriavidus
reh:H16_A3541	ko:K02462	Cupriavidus
reh:H16_A3542	ko:K02463	Cupriavidus
reh:H16_B2171	ko:K00720	Cupriavidus
reh:H16_B0357	ko:K01647	Cupriavidus
reh:H16_A3321	ko:K00766	Cupriavidus
reh:H16_A3322	ko:K01609	Cupriavidus
reh:H16_B0361	ko:K00059	Cupriavidus
reh:H16_B0364	ko:K00459	Cupriavidus
reh:H16_B0371	ko:K04118	Cupriavidus
reh:H16_B0372	ko:K04118	Cupriavidus
reh:H16_B0376	ko:K01768	Cupriavidus
reh:H16_B0380	ko:K00626	Cupriavidus
reh:H16_A3325	ko:K01512	Cupriavidus
reh:H16_A3351	ko:K01897	Cupriavidus
reh:H16_B0449	ko:K00263	Cupriavidus
reh:H16_B0451	ko:K00799	Cupriavidus
reh:H16_B0459	ko:K01438	Cupriavidus
reh:H16_B0460	ko:K00101	Cupriavidus
reh:H16_B0463	ko:K00344	Cupriavidus
reh:H16_B0464	ko:K00799	Cupriavidus
reh:H16_B0476	ko:K01455	Cupriavidus
reh:H16_B0494	ko:K04487	Cupriavidus
reh:H16_B1763	ko:K00459	Cupriavidus
reh:H16_B1769	ko:K00077	Cupriavidus
reh:H16_B1771	ko:K00626	Cupriavidus
reh:H16_B1813	ko:K00032	Cupriavidus
reh:H16_B1817	ko:K00101	Cupriavidus
reh:H16_B1819	ko:K00058	Cupriavidus
reh:H16_B1826	ko:K00249	Cupriavidus
reh:H16_B1831	ko:K01714	Cupriavidus
reh:H16_A3581	ko:K03642	Cupriavidus
reh:H16_B0051	ko:K01704	Cupriavidus
reh:H16_A0631	ko:K02529	Cupriavidus
reh:H16_A0638	ko:K05524	Cupriavidus
reh:H16_B2552	ko:K07263	Cupriavidus
reh:H16_A1224	ko:K04075	Cupriavidus
reh:H16_A3502	ko:K02601	Cupriavidus
reh:H16_A2239	ko:K02046	Cupriavidus
reh:H16_A2238	ko:K02047	Cupriavidus
reh:H16_A2441	ko:K02036	Cupriavidus
reh:H16_A2444	ko:K02040	Cupriavidus
reh:H16_A2356	ko:K04087	Cupriavidus
reh:H16_A0086	ko:K03610	Cupriavidus
reh:H16_A1147	ko:K10773	Cupriavidus
reh:H16_B2505	ko:K03406	Cupriavidus
reh:H16_A2588	ko:K00782	Cupriavidus
reh:H16_B2369	ko:K02410	Cupriavidus
reh:H16_A1374	ko:K00163	Cupriavidus
reh:H16_A0293	ko:K00459	Cupriavidus
reh:H16_A0813	ko:K02073	Cupriavidus
reh:H16_A0812	ko:K02072	Cupriavidus
reh:H16_A2754	ko:K02029	Cupriavidus
reh:H16_A2755	ko:K02029	Cupriavidus
reh:H16_A2757	ko:K02030	Cupriavidus
reh:H16_A3310	ko:K02030	Cupriavidus
reh:H16_A3309	ko:K02029	Cupriavidus
reh:H16_B1809	ko:K02029	Cupriavidus
reh:H16_B1808	ko:K02029	Cupriavidus
reh:H16_B1807	ko:K02030	Cupriavidus
reh:H16_A0317	ko:K07391	Cupriavidus
reh:H16_A0320	ko:K04752	Cupriavidus
reh:H16_A0327	ko:K02192	Cupriavidus
reh:H16_A0334	ko:K03676	Cupriavidus
reh:H16_A0338	ko:K03216	Cupriavidus
reh:H16_B1667	ko:K00647	Cupriavidus
reh:H16_A0351	ko:K02259	Cupriavidus
reh:H16_A0353	ko:K07152	Cupriavidus
reh:H16_A0354	ko:K03089	Cupriavidus
reh:H16_A0360	ko:K07183	Cupriavidus
reh:H16_A0371	ko:K02897	Cupriavidus
reh:H16_A0375	ko:K02494	Cupriavidus
reh:H16_A0380	ko:K07157	Cupriavidus
reh:H16_A0381	ko:K06958	Cupriavidus
reh:H16_A0384	ko:K02806	Cupriavidus
reh:H16_A0386	ko:K05808	Cupriavidus
reh:H16_A0388	ko:K06861	Cupriavidus
reh:H16_A0392	ko:K03455	Cupriavidus
reh:H16_A0397	ko:K03324	Cupriavidus
reh:H16_A0398	ko:K09129	Cupriavidus
reh:H16_A0400	ko:K03701	Cupriavidus
reh:H16_A0419	ko:K02674	Cupriavidus
reh:H16_A0432	ko:K07141	Cupriavidus
reh:H16_A0435	ko:K07161	Cupriavidus
reh:H16_A0437	ko:K03519	Cupriavidus
reh:H16_A0443	ko:K02471	Cupriavidus
reh:H16_A0448	ko:K03688	Cupriavidus
reh:H16_A0455	ko:K08310	Cupriavidus
reh:H16_A0457	ko:K03753	Cupriavidus
reh:H16_A0467	ko:K02051	Cupriavidus
reh:H16_A0468	ko:K02049	Cupriavidus
reh:H16_A0469	ko:K02050	Cupriavidus
reh:H16_A0481	ko:K07397	Cupriavidus
reh:H16_A0483	ko:K02996	Cupriavidus
reh:H16_A0488	ko:K09001	Cupriavidus
reh:H16_A0494	ko:K09125	Cupriavidus
reh:H16_A0498	ko:K03550	Cupriavidus
reh:H16_A0503	ko:K05540	Cupriavidus
reh:H16_A0510	ko:K07102	Cupriavidus
reh:H16_A0524	ko:K03820	Cupriavidus
reh:H16_A0525	ko:K06189	Cupriavidus
reh:H16_A0526	ko:K07042	Cupriavidus
reh:H16_A0527	ko:K06217	Cupriavidus
reh:H16_A0776	ko:K06147	Cupriavidus
reh:H16_A0640	ko:K00127	Cupriavidus
reh:H16_A0644	ko:K00126	Cupriavidus
reh:H16_A0607	ko:K03559	Cupriavidus
reh:H16_A0608	ko:K03561	Cupriavidus
reh:H16_A0530	ko:K03281	Cupriavidus
reh:H16_A0543	ko:K02483	Cupriavidus
reh:H16_A0545	ko:K03565	Cupriavidus
reh:H16_A0550	ko:K02650	Cupriavidus
reh:H16_A0554	ko:K03637	Cupriavidus
reh:H16_A2183	ko:K01077	Cupriavidus
reh:H16_A2914	ko:K02825	Cupriavidus
reh:H16_B2041	ko:K01999	Cupriavidus
reh:H16_A0246	ko:K00297	Cupriavidus
reh:H16_B2038	ko:K01998	Cupriavidus
reh:H16_B2037	ko:K01997	Cupriavidus
reh:H16_B1972	ko:K08169	Cupriavidus
reh:H16_A2569	ko:K00648	Cupriavidus
reh:H16_B2315	ko:K00355	Cupriavidus
reh:H16_A2534	ko:K03559	Cupriavidus
reh:H16_A2790	ko:K03772	Cupriavidus
reh:H16_A1163	ko:K04044	Cupriavidus
reh:H16_A0706	ko:K04077	Cupriavidus
reh:H16_A3627	ko:K06048	Cupriavidus
reh:H16_A3410	ko:K02500	Cupriavidus
reh:H16_A0504	ko:K03185	Cupriavidus
reh:H16_B1546	ko:K05712	Cupriavidus
reh:H16_A3052	ko:K03694	Cupriavidus
reh:H16_A0200	ko:K03667	Cupriavidus
reh:H16_A2424	ko:K09709	Cupriavidus
reh:H16_A1500	ko:K10804	Cupriavidus
reh:H16_A0912	ko:K09710	Cupriavidus
reh:H16_B2265	ko:K00370	Cupriavidus
reh:H16_B2549	ko:K01975	Cupriavidus
reh:H16_B2550	ko:K00567	Cupriavidus
reh:H16_B2564	ko:K00845	Cupriavidus
reh:H16_B2565	ko:K01057	Cupriavidus
reh:H16_B2566	ko:K00036	Cupriavidus
reh:H16_B2567	ko:K01690	Cupriavidus
reh:H16_B1719	ko:K00077	Cupriavidus
reh:H16_B1428	ko:K03781	Cupriavidus
reh:H16_B1735	ko:K00128	Cupriavidus
reh:H16_B1736	ko:K01897	Cupriavidus
reh:H16_B1745	ko:K00001	Cupriavidus
reh:H16_B1750	ko:K00020	Cupriavidus
reh:H16_B1751	ko:K00128	Cupriavidus
reh:H16_B1699	ko:K00001	Cupriavidus
reh:H16_B1711	ko:K07749	Cupriavidus
reh:H16_B1712	ko:K01577	Cupriavidus
reh:H16_A3453	ko:K01698	Cupriavidus
reh:H16_B0666	ko:K00059	Cupriavidus
reh:H16_A3558	ko:K01246	Cupriavidus
reh:H16_A3598	ko:K01608	Cupriavidus
reh:H16_A3599	ko:K01816	Cupriavidus
reh:H16_A3600	ko:K00042	Cupriavidus
reh:H16_A3602	ko:K00873	Cupriavidus
reh:H16_A3619	ko:K00605	Cupriavidus
reh:H16_A3622	ko:K01752	Cupriavidus
reh:H16_A3633	ko:K01599	Cupriavidus
reh:H16_A3649	ko:K01458	Cupriavidus
reh:H16_A3663	ko:K00108	Cupriavidus
reh:H16_A3664	ko:K00140	Cupriavidus
reh:H16_A3666	ko:K01048	Cupriavidus
reh:H16_A3673	ko:K01750	Cupriavidus
reh:H16_A3678	ko:K00500	Cupriavidus
reh:H16_A3679	ko:K01724	Cupriavidus
reh:H16_A3699	ko:K00604	Cupriavidus
reh:H16_A3711	ko:K01596	Cupriavidus
reh:H16_A3712	ko:K00058	Cupriavidus
reh:H16_A3737	ko:K00108	Cupriavidus
reh:H16_B0016	ko:K01192	Cupriavidus
reh:H16_B0046	ko:K01725	Cupriavidus
reh:H16_B0070	ko:K01241	Cupriavidus
reh:H16_B0072	ko:K01455	Cupriavidus
reh:H16_B0081	ko:K01649	Cupriavidus
reh:H16_B0127	ko:K01706	Cupriavidus
reh:H16_B0131	ko:K01707	Cupriavidus
reh:H16_B0135	ko:K05995	Cupriavidus
reh:H16_B0143	ko:K00858	Cupriavidus
reh:H16_B0146	ko:K00627	Cupriavidus
reh:H16_A3313	ko:K01912	Cupriavidus
reh:H16_B0200	ko:K00632	Cupriavidus
reh:H16_B0216	ko:K00097	Cupriavidus
reh:H16_B0226	ko:K01784	Cupriavidus
reh:H16_B0280	ko:K01687	Cupriavidus
reh:H16_B0283	ko:K01784	Cupriavidus
reh:H16_A3317	ko:K01783	Cupriavidus
reh:H16_B0295	ko:K01008	Cupriavidus
reh:H16_B0301	ko:K01733	Cupriavidus
reh:H16_B0304	ko:K00344	Cupriavidus
reh:H16_B0321	ko:K01685	Cupriavidus
reh:H16_B0330	ko:K03392	Cupriavidus
reh:H16_B0332	ko:K00344	Cupriavidus
reh:H16_B0337	ko:K00145	Cupriavidus
reh:H16_A3318	ko:K01091	Cupriavidus
reh:H16_B0339	ko:K05973	Cupriavidus
reh:H16_B0345	ko:K01053	Cupriavidus
reh:H16_B0347	ko:K00058	Cupriavidus
reh:H16_B1229	ko:K03670	Cupriavidus
reh:H16_A3371	ko:K00087	Cupriavidus
reh:H16_B0842	ko:K01113	Cupriavidus
reh:H16_B1411	ko:K00375	Cupriavidus
reh:H16_B1891	ko:K00375	Cupriavidus
reh:H16_B0050	ko:K07100	Cupriavidus
reh:H16_B0187	ko:K02283	Cupriavidus
reh:H16_B0342	ko:K06158	Cupriavidus
reh:H16_B0815	ko:K03520	Cupriavidus
reh:H16_B1105	ko:K01295	Cupriavidus
reh:H16_B2085	ko:K07677	Cupriavidus
reh:H16_B2124	ko:K06015	Cupriavidus
reh:H16_B2342	ko:K06889	Cupriavidus
reh:H16_B2266	ko:K00371	Cupriavidus
reh:H16_A1789	ko:K10680	Cupriavidus
reh:H16_A1351	ko:K09705	Cupriavidus
reh:H16_A3016	ko:K09975	Cupriavidus
reh:H16_A2996	ko:K00957	Cupriavidus
reh:H16_A2033	ko:K09801	Cupriavidus
reh:H16_A2585	ko:K09760	Cupriavidus
reh:H16_A0610	ko:K04564	Cupriavidus
reh:H16_A2913	ko:K00609	Cupriavidus
reh:H16_A2967	ko:K02233	Cupriavidus
reh:H16_A2389	ko:K02343	Cupriavidus
reh:H16_B0917	ko:K02517	Cupriavidus
reh:H16_A0681	ko:K09857	Cupriavidus
reh:H16_A0292	ko:K09790	Cupriavidus
reh:H16_A0870	ko:K07068	Cupriavidus
reh:H16_A3314	ko:K08304	Cupriavidus
reh:H16_B1300	ko:K00163	Cupriavidus
reh:H16_A1570	ko:K02341	Cupriavidus
reh:H16_A0994	ko:K09749	Cupriavidus
reh:H16_A3136	ko:K00147	Cupriavidus
reh:H16_A3359	ko:K07098	Cupriavidus
reh:H16_A3062	ko:K09913	Cupriavidus
reh:H16_A3270	ko:K03589	Cupriavidus
reh:H16_A3324	ko:K03648	Cupriavidus
reh:H16_A3326	ko:K02050	Cupriavidus
reh:H16_A3405	ko:K03116	Cupriavidus
reh:H16_A3432	ko:K07491	Cupriavidus
reh:H16_A3674	ko:K05367	Cupriavidus
reh:H16_A3676	ko:K06894	Cupriavidus
reh:H16_A3682	ko:K07117	Cupriavidus
reh:H16_A3687	ko:K05786	Cupriavidus
reh:H16_A3704	ko:K03169	Cupriavidus
reh:H16_A3708	ko:K06200	Cupriavidus
reh:H16_A3727	ko:K02012	Cupriavidus
reh:H16_A3732	ko:K07275	Cupriavidus
reh:H16_A0107	ko:K00598	Cupriavidus
reh:H16_A3744	ko:K03217	Cupriavidus
reh:H16_A3745	ko:K08998	Cupriavidus
reh:H16_A3746	ko:K03536	Cupriavidus
reh:H16_B1877	ko:K00523	Cupriavidus
reh:H16_B0165	ko:K03924	Cupriavidus
reh:H16_B0184	ko:K02279	Cupriavidus
reh:H16_B0185	ko:K02280	Cupriavidus
reh:H16_B0186	ko:K02282	Cupriavidus
reh:H16_B0195	ko:K03547	Cupriavidus
reh:H16_B0196	ko:K03546	Cupriavidus
reh:H16_B0230	ko:K03413	Cupriavidus
reh:H16_B0231	ko:K03408	Cupriavidus
reh:H16_B0235	ko:K02403	Cupriavidus
reh:H16_B0236	ko:K02402	Cupriavidus
reh:H16_B0237	ko:K02556	Cupriavidus
reh:H16_B0238	ko:K02557	Cupriavidus
reh:H16_B0239	ko:K03407	Cupriavidus
reh:H16_B0240	ko:K03408	Cupriavidus
reh:H16_B0241	ko:K00575	Cupriavidus
reh:H16_B0242	ko:K03411	Cupriavidus
reh:H16_B0244	ko:K03413	Cupriavidus
reh:H16_B0245	ko:K03414	Cupriavidus
reh:H16_B0252	ko:K02401	Cupriavidus
reh:H16_B0253	ko:K02400	Cupriavidus
reh:H16_B0257	ko:K03516	Cupriavidus
reh:H16_B0258	ko:K02399	Cupriavidus
reh:H16_B0259	ko:K02398	Cupriavidus
reh:H16_B0260	ko:K02386	Cupriavidus
reh:H16_B0261	ko:K02387	Cupriavidus
reh:H16_B0262	ko:K02388	Cupriavidus
reh:H16_B0263	ko:K02389	Cupriavidus
reh:H16_B0264	ko:K02390	Cupriavidus
reh:H16_B0265	ko:K02391	Cupriavidus
reh:H16_B1498	ko:K10441	Cupriavidus
