Organism	Metabolite	Conc	Module	Relation	Interactions	Description
Cupriavidus	AcCoA	High	M00119	External	1	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
Cupriavidus	AcCoA	High	M00165	External	1	Reductive pentose phosphate cycle (Calvin cycle)
Cupriavidus	AcCoA	High	M00167	External	1	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
Cupriavidus	AcCoA	High	M00346	Internal	1	Formaldehyde assimilation, serine pathway
Cupriavidus	AcCoA	High	M00373	Internal	1	Ethylmalonyl pathway
Cupriavidus	AcCoA	High	M00374	Internal	1	Dicarboxylate-hydroxybutyrate cycle
Cupriavidus	AcCoA	High	M00375	Internal	1	Hydroxypropionate-hydroxybutylate cycle
Cupriavidus	AcCoA	High	M00844	External	1	Arginine biosynthesis, ornithine => arginine
Cupriavidus	AcCoA	High	M00845	Internal	1	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Cupriavidus	AcCoA	High	M00849	Internal	1	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
Cupriavidus	AcCoA	High	M00866	External	1	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type
Cupriavidus	AcCoA	Low	M00019	External	1	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Cupriavidus	AcCoA	Low	M00036	Internal	1	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Cupriavidus	AcCoA	Low	M00083	External	1	Fatty acid biosynthesis, elongation
Cupriavidus	AcCoA	Low	M00119	External	1	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
Cupriavidus	AcCoA	Low	M00570	External	1	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
Cupriavidus	AcCoA	Low	M00572	External	1	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Cupriavidus	AcCoA	Low	M00874	External	1	Fatty acid biosynthesis in mitochondria, fungi
Cupriavidus	ATP	High	M00004	External	1	Pentose phosphate pathway (Pentose phosphate cycle)
Cupriavidus	ATP	High	M00007	External	1	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
Cupriavidus	ATP	High	M00027	External	1	GABA (gamma-Aminobutyrate) shunt
Cupriavidus	ATP	High	M00087	External	1	beta-Oxidation
Cupriavidus	ATP	High	M00119	Internal	1	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
Cupriavidus	ATP	High	M00135	External	1	GABA biosynthesis, eukaryotes, putrescine => GABA
Cupriavidus	ATP	High	M00165	Internal	1	Reductive pentose phosphate cycle (Calvin cycle)
Cupriavidus	ATP	High	M00167	External	1	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
Cupriavidus	ATP	High	M00873	External	1	Fatty acid biosynthesis in mitochondria, animals
Cupriavidus	ATP	High	M00913	Internal	1	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate
Cupriavidus	Cit	High	M00002	External	1	Glycolysis, core module involving three-carbon compounds
Cupriavidus	Cit	High	M00013	External	1	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
Cupriavidus	Cit	High	M00015	External	1	Proline biosynthesis, glutamate => proline
Cupriavidus	Cit	High	M00029	External	1	Urea cycle
Cupriavidus	Cit	High	M00036	External	1	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Cupriavidus	Cit	High	M00082	External	1	Fatty acid biosynthesis, initiation
Cupriavidus	Cit	High	M00095	External	1	C5 isoprenoid biosynthesis, mevalonate pathway
Cupriavidus	Cit	High	M00119	External	1	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
Cupriavidus	Cit	High	M00176	External	1	Assimilatory sulfate reduction, sulfate => H2S
Cupriavidus	Cit	High	M00344	External	1	Formaldehyde assimilation, xylulose monophosphate pathway
Cupriavidus	Cit	High	M00345	External	1	Formaldehyde assimilation, ribulose monophosphate pathway
Cupriavidus	Cit	High	M00346	External	1	Formaldehyde assimilation, serine pathway
Cupriavidus	Cit	High	M00373	External	1	Ethylmalonyl pathway
Cupriavidus	Cit	High	M00374	External	1	Dicarboxylate-hydroxybutyrate cycle
Cupriavidus	Cit	High	M00375	External	1	Hydroxypropionate-hydroxybutylate cycle
Cupriavidus	Cit	High	M00529	External	1	Denitrification, nitrate => nitrogen
Cupriavidus	Cit	High	M00530	External	1	Dissimilatory nitrate reduction, nitrate => ammonia
Cupriavidus	Cit	High	M00844	External	1	Arginine biosynthesis, ornithine => arginine
Cupriavidus	Cit	High	M00845	External	1	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Cupriavidus	Cit	High	M00849	External	1	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
Cupriavidus	FBP	High	M00088	External	1	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
Cupriavidus	FBP	High	M00095	External	1	C5 isoprenoid biosynthesis, mevalonate pathway
Cupriavidus	FBP	High	M00373	External	1	Ethylmalonyl pathway
Cupriavidus	FBP	High	M00374	External	1	Dicarboxylate-hydroxybutyrate cycle
Cupriavidus	FBP	High	M00375	External	1	Hydroxypropionate-hydroxybutylate cycle
Cupriavidus	FBP	High	M00849	External	1	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
Cupriavidus	G6P	High	M00002	External	1	Glycolysis, core module involving three-carbon compounds
Cupriavidus	G6P	High	M00006	External	1	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Cupriavidus	G6P	High	M00008	External	1	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Cupriavidus	G6P	High	M00015	External	1	Proline biosynthesis, glutamate => proline
Cupriavidus	G6P	High	M00016	External	1	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
Cupriavidus	G6P	High	M00022	External	1	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
Cupriavidus	G6P	High	M00027	External	1	GABA (gamma-Aminobutyrate) shunt
Cupriavidus	G6P	High	M00029	External	1	Urea cycle
Cupriavidus	G6P	High	M00064	External	1	ADP-L-glycero-D-manno-heptose biosynthesis
Cupriavidus	G6P	High	M00082	External	1	Fatty acid biosynthesis, initiation
Cupriavidus	G6P	High	M00083	External	1	Fatty acid biosynthesis, elongation
Cupriavidus	G6P	High	M00119	External	1	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
Cupriavidus	G6P	High	M00123	External	1	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Cupriavidus	G6P	High	M00344	External	1	Formaldehyde assimilation, xylulose monophosphate pathway
Cupriavidus	G6P	High	M00345	External	1	Formaldehyde assimilation, ribulose monophosphate pathway
Cupriavidus	G6P	High	M00346	External	1	Formaldehyde assimilation, serine pathway
Cupriavidus	G6P	High	M00525	External	1	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
Cupriavidus	G6P	High	M00526	External	1	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
Cupriavidus	G6P	High	M00527	External	1	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
Cupriavidus	G6P	High	M00529	External	1	Denitrification, nitrate => nitrogen
Cupriavidus	G6P	High	M00530	External	1	Dissimilatory nitrate reduction, nitrate => ammonia
Cupriavidus	G6P	High	M00572	External	1	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Cupriavidus	G6P	High	M00577	External	1	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Cupriavidus	G6P	High	M00844	External	1	Arginine biosynthesis, ornithine => arginine
Cupriavidus	G6P	High	M00845	External	1	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Cupriavidus	G6P	High	M00873	External	1	Fatty acid biosynthesis in mitochondria, animals
Cupriavidus	G6P	High	M00874	External	1	Fatty acid biosynthesis in mitochondria, fungi
Cupriavidus	G6P	Low	M00001	External	1	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Cupriavidus	G6P	Low	M00003	External	1	Gluconeogenesis, oxaloacetate => fructose-6P
Cupriavidus	G6P	Low	M00004	External	1	Pentose phosphate pathway (Pentose phosphate cycle)
Cupriavidus	G6P	Low	M00007	External	1	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
Cupriavidus	G6P	Low	M00344	External	1	Formaldehyde assimilation, xylulose monophosphate pathway
Cupriavidus	G6P	Low	M00345	External	1	Formaldehyde assimilation, ribulose monophosphate pathway
Cupriavidus	GAP	High	M00006	External	1	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Cupriavidus	GAP	High	M00007	Internal	1	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
Cupriavidus	GAP	High	M00008	Internal	1	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Cupriavidus	GAP	High	M00013	External	1	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
Cupriavidus	GAP	High	M00015	External	1	Proline biosynthesis, glutamate => proline
Cupriavidus	GAP	High	M00022	External	1	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
Cupriavidus	GAP	High	M00027	External	1	GABA (gamma-Aminobutyrate) shunt
Cupriavidus	GAP	High	M00082	External	1	Fatty acid biosynthesis, initiation
Cupriavidus	GAP	High	M00087	External	1	beta-Oxidation
Cupriavidus	GAP	High	M00095	External	1	C5 isoprenoid biosynthesis, mevalonate pathway
Cupriavidus	GAP	High	M00165	Internal	1	Reductive pentose phosphate cycle (Calvin cycle)
Cupriavidus	GAP	High	M00167	Internal	1	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
Cupriavidus	GAP	High	M00373	External	1	Ethylmalonyl pathway
Cupriavidus	GAP	High	M00374	External	1	Dicarboxylate-hydroxybutyrate cycle
Cupriavidus	GAP	High	M00375	External	1	Hydroxypropionate-hydroxybutylate cycle
Cupriavidus	GAP	High	M00849	External	1	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
Cupriavidus	GAP	High	M00873	External	1	Fatty acid biosynthesis in mitochondria, animals
Cupriavidus	GAP	High	M00874	External	1	Fatty acid biosynthesis in mitochondria, fungi
Cupriavidus	GAP	Low	M00001	Internal	1	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Cupriavidus	GAP	Low	M00003	Internal	1	Gluconeogenesis, oxaloacetate => fructose-6P
Cupriavidus	GAP	Low	M00015	External	1	Proline biosynthesis, glutamate => proline
Cupriavidus	GAP	Low	M00027	External	1	GABA (gamma-Aminobutyrate) shunt
Cupriavidus	GAP	Low	M00088	External	1	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
Cupriavidus	GAP	Low	M00096	Internal	1	C5 isoprenoid biosynthesis, non-mevalonate pathway
Cupriavidus	GAP	Low	M00165	Internal	1	Reductive pentose phosphate cycle (Calvin cycle)
Cupriavidus	GAP	Low	M00167	Internal	1	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
Cupriavidus	GAP	Low	M00344	Internal	1	Formaldehyde assimilation, xylulose monophosphate pathway
Cupriavidus	GAP	Low	M00345	Internal	1	Formaldehyde assimilation, ribulose monophosphate pathway
Cupriavidus	Glyx	High	M00015	External	1	Proline biosynthesis, glutamate => proline
Cupriavidus	Glyx	High	M00029	External	1	Urea cycle
Cupriavidus	Glyx	High	M00036	External	1	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Cupriavidus	Glyx	High	M00082	External	1	Fatty acid biosynthesis, initiation
Cupriavidus	Glyx	High	M00088	External	1	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
Cupriavidus	Glyx	High	M00844	External	1	Arginine biosynthesis, ornithine => arginine
Cupriavidus	Glyx	High	M00845	External	1	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Cupriavidus	Ru5P	High	M00004	Internal	1	Pentose phosphate pathway (Pentose phosphate cycle)
Cupriavidus	Ru5P	High	M00007	Internal	1	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
Cupriavidus	Ru5P	High	M00027	External	1	GABA (gamma-Aminobutyrate) shunt
Cupriavidus	Ru5P	High	M00165	Internal	1	Reductive pentose phosphate cycle (Calvin cycle)
Cupriavidus	Ru5P	High	M00167	Internal	1	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
Cupriavidus	RuBP	High	M00001	External	1	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Cupriavidus	RuBP	High	M00003	External	1	Gluconeogenesis, oxaloacetate => fructose-6P
Cupriavidus	RuBP	High	M00004	External	1	Pentose phosphate pathway (Pentose phosphate cycle)
Cupriavidus	RuBP	High	M00007	External	1	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
Cupriavidus	RuBP	High	M00016	External	1	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
Cupriavidus	RuBP	High	M00027	External	1	GABA (gamma-Aminobutyrate) shunt
Cupriavidus	RuBP	High	M00135	External	1	GABA biosynthesis, eukaryotes, putrescine => GABA
Cupriavidus	RuBP	High	M00344	External	1	Formaldehyde assimilation, xylulose monophosphate pathway
Cupriavidus	RuBP	High	M00345	External	1	Formaldehyde assimilation, ribulose monophosphate pathway
Cupriavidus	RuBP	High	M00525	External	1	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
Cupriavidus	RuBP	High	M00526	External	1	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
Cupriavidus	RuBP	High	M00527	External	1	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
Cupriavidus	RuBP	High	M00913	External	1	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate
Hydrogenophaga	3PGA	High	M00001	Internal	1	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Hydrogenophaga	3PGA	High	M00002	Internal	1	Glycolysis, core module involving three-carbon compounds
Hydrogenophaga	3PGA	High	M00003	Internal	1	Gluconeogenesis, oxaloacetate => fructose-6P
Hydrogenophaga	3PGA	High	M00346	External	1	Formaldehyde assimilation, serine pathway
Hydrogenophaga	3PGA	High	M00373	External	1	Ethylmalonyl pathway
Hydrogenophaga	AcCoA	High	M00006	External	1	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Hydrogenophaga	AcCoA	High	M00007	External	1	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
Hydrogenophaga	AcCoA	High	M00008	External	1	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Hydrogenophaga	AcCoA	High	M00010	Internal	1	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
Hydrogenophaga	AcCoA	High	M00012	Internal	1	Glyoxylate cycle
Hydrogenophaga	AcCoA	High	M00013	Internal	1	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
Hydrogenophaga	AcCoA	High	M00015	External	1	Proline biosynthesis, glutamate => proline
Hydrogenophaga	AcCoA	High	M00029	External	1	Urea cycle
Hydrogenophaga	AcCoA	High	M00052	External	1	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP
Hydrogenophaga	AcCoA	High	M00053	External	1	Pyrimidine deoxyribonuleotide biosynthesis, CDP => dCTP
Hydrogenophaga	AcCoA	High	M00082	Internal	1	Fatty acid biosynthesis, initiation
Hydrogenophaga	AcCoA	High	M00115	External	1	NAD biosynthesis, aspartate => quinolinate => NAD
Hydrogenophaga	AcCoA	High	M00118	External	1	Glutathione biosynthesis, glutamate => glutathione
Hydrogenophaga	AcCoA	High	M00119	External	1	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
Hydrogenophaga	AcCoA	High	M00123	External	1	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Hydrogenophaga	AcCoA	High	M00125	External	1	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
Hydrogenophaga	AcCoA	High	M00149	External	1	Succinate dehydrogenase, prokaryotes
Hydrogenophaga	AcCoA	High	M00168	External	1	CAM (Crassulacean acid metabolism), dark
Hydrogenophaga	AcCoA	High	M00344	External	1	Formaldehyde assimilation, xylulose monophosphate pathway
Hydrogenophaga	AcCoA	High	M00345	External	1	Formaldehyde assimilation, ribulose monophosphate pathway
Hydrogenophaga	AcCoA	High	M00376	Internal	1	3-Hydroxypropionate bi-cycle
Hydrogenophaga	AcCoA	High	M00432	Internal	1	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Hydrogenophaga	AcCoA	High	M00533	External	1	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
Hydrogenophaga	AcCoA	High	M00535	Internal	1	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Hydrogenophaga	AcCoA	High	M00577	External	1	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Hydrogenophaga	AcCoA	High	M00616	External	1	Sulfate-sulfur assimilation
Hydrogenophaga	AcCoA	High	M00793	External	1	dTDP-L-rhamnose biosynthesis
Hydrogenophaga	AcCoA	High	M00844	External	1	Arginine biosynthesis, ornithine => arginine
Hydrogenophaga	AcCoA	High	M00845	Internal	1	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Hydrogenophaga	AcCoA	High	M00855	External	1	Glycogen degradation, glycogen => glucose-6P
Hydrogenophaga	AcCoA	High	M00873	External	1	Fatty acid biosynthesis in mitochondria, animals
Hydrogenophaga	AcCoA	High	M00880	External	1	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Hydrogenophaga	AcCoA	High	M00911	External	1	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD
Hydrogenophaga	AcCoA	High	M00912	External	1	NAD biosynthesis, tryptophan => quinolinate => NAD
Hydrogenophaga	AcCoA	High	M00913	External	1	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate
Hydrogenophaga	AcCoA	High	M00924	External	1	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
Hydrogenophaga	AcCoA	High	M00925	External	1	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
Hydrogenophaga	AcCoA	High	M00938	External	1	Pyrimidine deoxyribonuleotide biosynthesis, UDP => dTTP
Hydrogenophaga	AcCoA	Low	M00002	External	1	Glycolysis, core module involving three-carbon compounds
Hydrogenophaga	AcCoA	Low	M00004	External	1	Pentose phosphate pathway (Pentose phosphate cycle)
Hydrogenophaga	AcCoA	Low	M00006	External	1	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Hydrogenophaga	AcCoA	Low	M00008	External	1	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Hydrogenophaga	AcCoA	Low	M00012	Internal	1	Glyoxylate cycle
Hydrogenophaga	AcCoA	Low	M00013	Internal	1	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
Hydrogenophaga	AcCoA	Low	M00015	External	1	Proline biosynthesis, glutamate => proline
Hydrogenophaga	AcCoA	Low	M00050	External	1	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP
Hydrogenophaga	AcCoA	Low	M00083	External	1	Fatty acid biosynthesis, elongation
Hydrogenophaga	AcCoA	Low	M00087	Internal	1	beta-Oxidation
Hydrogenophaga	AcCoA	Low	M00149	External	1	Succinate dehydrogenase, prokaryotes
Hydrogenophaga	AcCoA	Low	M00165	External	1	Reductive pentose phosphate cycle (Calvin cycle)
Hydrogenophaga	AcCoA	Low	M00167	External	1	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
Hydrogenophaga	AcCoA	Low	M00168	External	1	CAM (Crassulacean acid metabolism), dark
Hydrogenophaga	AcCoA	Low	M00307	Internal	1	Pyruvate oxidation, pyruvate => acetyl-CoA
Hydrogenophaga	AcCoA	Low	M00344	External	1	Formaldehyde assimilation, xylulose monophosphate pathway
Hydrogenophaga	AcCoA	Low	M00345	External	1	Formaldehyde assimilation, ribulose monophosphate pathway
Hydrogenophaga	AcCoA	Low	M00376	Internal	1	3-Hydroxypropionate bi-cycle
Hydrogenophaga	AcCoA	Low	M00532	External	1	Photorespiration
Hydrogenophaga	AcCoA	Low	M00533	External	1	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate
Hydrogenophaga	AcCoA	Low	M00572	External	1	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Hydrogenophaga	AcCoA	Low	M00740	Internal	1	Methylaspartate cycle
Hydrogenophaga	AcCoA	Low	M00855	External	1	Glycogen degradation, glycogen => glucose-6P
Hydrogenophaga	AcCoA	Low	M00874	External	1	Fatty acid biosynthesis in mitochondria, fungi
Hydrogenophaga	ATP	High	M00010	External	1	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate
Hydrogenophaga	ATP	High	M00012	External	1	Glyoxylate cycle
Hydrogenophaga	ATP	High	M00016	Internal	1	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
Hydrogenophaga	ATP	High	M00019	External	1	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Hydrogenophaga	ATP	High	M00029	Internal	1	Urea cycle
